encoding,mb,px
split,24.6361,0.4329
split,24.6631,0.5091
split,24.6900,-0.5486
split,24.7170,-0.3087
split,24.7440,0.6361
split,24.7709,1.1837
split,24.7979,0.7344
split,24.8249,0.7141
split,24.8519,-0.5258
split,24.8788,-0.5078
split,24.9058,0.6390
split,24.9328,-1.4176
split,24.9597,-0.9814
split,24.9867,-1.5227
split,25.0137,-0.7174
split,25.0406,-1.0748
split,25.0676,-0.8242
split,25.0946,-0.9951
split,25.1215,-0.6132
split,25.1485,0.2396
split,25.1755,-0.3455
split,25.2025,0.5984
split,25.2294,-0.5349
split,25.2564,-0.9604
split,25.2834,-0.3105
split,25.3103,0.0479
split,25.3373,0.4464
split,25.3643,-0.6347
split,25.3912,-0.3425
split,25.4182,0.3667
split,25.4452,-0.7992
split,25.4721,-0.6062
split,25.4991,-0.4994
split,25.5261,1.3130
split,25.5530,1.6538
split,25.5800,1.8819
split,25.6070,2.6163
split,25.6340,3.1748
split,25.6609,2.6711
split,25.6879,2.3989
split,25.7149,2.1958
split,25.7418,2.0049
split,25.7688,1.8328
split,25.7958,1.7013
split,25.8227,1.4869
split,25.8497,1.6057
split,25.8767,0.8105
split,25.9036,0.6191
split,25.9306,0.2291
split,25.9576,0.1890
split,25.9845,-0.3522
split,26.0115,-0.5471
split,26.0385,0.6849
split,26.0655,0.7081
split,26.0924,1.1399
split,26.1194,0.6772
split,26.1464,0.8979
split,26.1733,0.3139
split,26.2003,0.3203
split,26.2273,-0.5947
split,26.2542,0.8815
split,26.2812,-0.7298
split,26.3082,-1.6590
split,26.3351,-0.3591
split,26.3621,-0.9884
split,26.3891,-0.9615
split,26.4161,-0.5529
split,26.4430,-0.3048
split,26.4700,0.8288
split,26.4970,1.0318
split,26.5239,0.0000
split,26.5509,0.3209
split,26.5779,0.2768
split,26.6048,-0.0055
split,26.6318,-0.2632
split,26.6588,-0.5909
split,26.6857,0.3205
split,26.7127,-0.7010
split,26.7397,-0.9063
split,26.7666,-0.5574
split,26.7936,-0.3121
split,26.8206,-0.3337
split,26.8476,0.3613
split,26.8745,-0.5009
split,26.9015,0.5816
split,26.9285,0.6896
split,26.9554,-0.4650
split,26.9824,-0.6590
split,27.0094,-0.6089
split,27.0363,0.5670
split,27.0633,-0.2437
split,27.0903,0.1467
split,27.1172,0.0000
split,27.1442,0.0000
split,27.1712,0.0000
split,27.1982,0.0000
split,27.2251,0.0000
split,27.2521,0.0000
split,27.2791,0.0000
split,27.3060,0.0000
split,27.3330,0.0000
split,27.3600,0.0000
split,27.3869,0.0000
split,27.4139,0.7611
split,27.4409,0.1314
split,27.4678,-0.0054
split,27.4948,-0.4573
split,27.5218,0.0000
split,27.5487,0.0000
split,27.5757,0.0000
split,27.6027,0.0000
split,27.6297,0.0000
split,27.6566,0.0000
split,27.6836,0.0000
split,27.7106,0.0000
split,27.7375,0.0000
split,27.7645,0.0000
split,27.7915,0.0000
split,27.8184,0.0000
split,27.8454,0.0000
split,27.8724,0.0000
split,27.8993,0.0000
split,27.9263,0.0000
split,27.9533,0.0000
split,27.9802,0.0000
split,28.0072,0.0000
split,28.0342,0.0000
split,28.0612,0.0000
split,28.0881,0.0000
split,28.1151,0.0000
split,28.1421,0.0000
split,28.1690,0.0000
split,28.1960,0.0000
split,28.2230,0.0000
split,28.2499,0.0000
split,28.2769,0.0000
split,28.3039,0.0000
split,28.3308,0.0000
split,28.3578,0.0000
split,28.3848,0.0000
split,28.4118,0.0000
split,28.4387,0.0000
split,28.4657,0.0000
split,28.4927,0.0000
split,28.5196,0.0000
split,28.5466,0.0000
split,28.5736,0.4107
split,28.6005,-0.5323
split,28.6275,-0.4900
split,28.6545,0.4882
split,28.6814,0.3256
split,28.7084,0.3424
split,28.7354,-0.4643
split,28.7623,-0.4235
split,28.7893,-0.4660
split,28.8163,0.2030
split,28.8433,-1.1151
split,28.8702,-0.5706
split,28.8972,0.5502
split,28.9242,-1.3742
split,28.9511,-1.1001
split,28.9781,-0.5754
split,29.0051,-0.6627
split,29.0320,0.2622
split,29.0590,1.0374
split,29.0860,0.8764
split,29.1129,0.4051
split,29.1399,0.7019
split,29.1669,0.5806
split,29.1939,-0.9039
split,29.2208,-1.1277
split,29.2478,-0.8399
split,29.2748,-1.1833
split,29.3017,-1.0897
split,29.3287,-0.9535
split,29.3557,-0.6046
split,29.3826,-0.2983
split,29.4096,0.2254
split,29.4366,0.5322
split,29.4635,1.6027
split,29.4905,1.8188
split,29.5175,1.5172
split,29.5444,1.2663
split,29.5714,1.2659
split,29.5984,0.7704
split,29.6254,0.5673
split,29.6523,-0.3162
split,29.6793,0.3698
split,29.7063,0.7099
split,29.7332,-0.3029
split,29.7602,0.8659
split,29.7872,0.6677
split,29.8141,-0.5030
split,29.8411,0.8111
split,29.8681,0.5724
split,29.8950,-0.3764
split,29.9220,-0.8665
split,29.9490,-0.9886
split,29.9759,-1.1594
split,30.0029,-0.3941
split,30.0299,0.2048
split,30.0569,-0.5635
split,30.0838,0.6159
split,30.1108,-0.4479
split,30.1378,-0.4342
split,30.1647,0.3975
split,30.1917,0.3910
split,30.2187,-0.1057
split,30.2456,0.4242
split,30.2726,-0.1801
split,30.2996,-1.4331
split,30.3265,-1.3413
split,30.3535,-0.8290
split,30.3805,0.2412
split,30.4075,-1.0891
split,30.4344,-1.0151
split,30.4614,1.0271
split,30.4884,1.1464
split,30.5153,1.4307
split,30.5423,1.0502
split,30.5693,0.8584
split,30.5962,1.0091
split,30.6232,0.7187
split,30.6502,-0.5383
split,30.6771,-0.2583
split,30.7041,0.8556
split,30.7311,0.9777
split,30.7580,-0.4585
split,30.7850,-0.6336
split,30.8120,0.5777
split,30.8390,0.6202
split,30.8659,-0.6497
split,30.8929,-0.8197
split,30.9199,-0.8799
split,30.9468,-0.5935
split,30.9738,0.5450
split,31.0008,0.8437
split,31.0277,0.8770
split,31.0547,0.7931
split,31.0817,0.7949
split,31.1086,0.5196
split,31.1356,-0.2624
split,31.1626,-0.9148
split,31.1896,-0.5830
split,31.2165,-0.5105
split,31.2435,-1.4065
split,31.2705,-3.1942
split,31.2974,-3.7450
split,31.3244,-3.8618
split,31.3514,-3.8469
split,31.3783,-4.1500
split,31.4053,-4.1898
split,31.4323,-3.8713
split,31.4592,-3.7720
split,31.4862,-3.0144
split,31.5132,-3.3133
split,31.5401,-3.6949
split,31.5671,-3.5676
split,31.5941,-3.5086
split,31.6211,-3.5070
split,31.6480,-3.5785
split,31.6750,-3.4757
split,31.7020,-3.2752
split,31.7289,-3.7211
split,31.7559,-3.8820
split,31.7829,-4.2217
split,31.8098,-3.6355
split,31.8368,-2.4084
split,31.8638,-2.3502
split,31.8907,-1.9775
split,31.9177,-1.2728
split,31.9447,0.9648
split,31.9716,0.9634
split,31.9986,-0.2055
split,32.0256,-0.0685
split,32.0526,0.2983
split,32.0795,-0.5544
split,32.1065,0.3471
split,32.1335,0.3327
split,32.1604,-0.4810
split,32.1874,0.2459
split,32.2144,1.0707
split,32.2413,1.0321
split,32.2683,0.9470
split,32.2953,-0.3111
split,32.3222,-1.6685
split,32.3492,0.7950
split,32.3762,-0.3663
split,32.4032,0.0000
split,32.4301,-0.1931
split,32.4571,-0.3687
split,32.4841,-1.0237
split,32.5110,-0.8747
split,32.5380,-0.6237
split,32.5650,0.4517
split,32.5919,0.6144
split,32.6189,0.8139
split,32.6459,-0.9477
split,32.6728,-0.9762
split,32.6998,-0.9033
split,32.7268,-1.3745
split,32.7537,-1.6909
split,32.7807,-1.7654
split,32.8077,-1.6053
split,32.8347,-1.0158
split,32.8616,-0.6566
split,32.8886,0.4096
split,32.9156,-0.4760
split,32.9425,0.6122
split,32.9695,0.6457
split,32.9965,-0.8117
split,33.0234,0.9440
split,33.0504,1.1725
split,33.0774,1.7718
split,33.1043,1.4316
split,33.1313,-0.5050
split,33.1583,0.7660
split,33.1852,-0.4779
split,33.2122,-1.2664
split,33.2392,-1.8385
split,33.2662,-1.3261
split,33.2931,0.2277
split,33.3201,-1.2676
split,33.3471,-1.0138
split,33.3740,-0.2812
split,33.4010,0.3466
split,33.4280,0.6303
split,33.4549,0.4608
split,33.4819,-0.8889
split,33.5089,-1.1041
split,33.5358,-1.2892
split,33.5628,-1.4365
split,33.5898,-0.9463
split,33.6168,-0.9196
split,33.6437,-0.5230
split,33.6707,-0.5225
split,33.6977,-0.7005
split,33.7246,-1.4990
split,33.7516,-1.5264
split,33.7786,-0.8907
split,33.8055,-1.0220
split,33.8325,-1.0358
split,33.8595,-0.8219
split,33.8864,-1.1375
split,33.9134,-1.0904
split,33.9404,-1.3673
split,33.9673,-1.4909
split,33.9943,-0.7787
split,34.0213,-0.1359
split,34.0483,-0.7562
split,34.0752,-0.7206
split,34.1022,-0.9051
split,34.1292,0.8570
split,34.1561,0.9678
split,34.1831,0.8219
split,34.2101,-0.4873
split,34.2370,-0.9567
split,34.2640,-0.8699
split,34.2910,-1.2459
split,34.3179,-0.5745
split,34.3449,-1.5619
split,34.3719,-1.4974
split,34.3989,-1.5275
split,34.4258,-0.5021
split,34.4528,-0.4384
split,34.4798,0.7509
split,34.5067,0.5744
split,34.5337,0.5066
split,34.5607,-0.4227
split,34.5876,-0.6644
split,34.6146,0.1536
split,34.6416,0.4167
split,34.6685,-0.3758
split,34.6955,-0.2113
split,34.7225,-0.3905
split,34.7494,-0.5739
split,34.7764,-0.5866
split,34.8034,0.3808
split,34.8304,-0.2936
split,34.8573,1.2720
split,34.8843,1.4147
split,34.9113,1.3964
split,34.9382,-1.0603
split,34.9652,-1.4800
split,34.9922,-1.6544
split,35.0191,-2.2583
split,35.0461,-2.2024
split,35.0731,-1.9454
split,35.1000,-2.4993
split,35.1270,-3.5664
split,35.1540,-3.3184
split,35.1809,-2.9648
split,35.2079,-2.0608
split,35.2349,-2.0348
split,35.2619,-1.5186
split,35.2888,-0.8777
split,35.3158,0.5804
split,35.3428,0.3299
split,35.3697,-0.9124
split,35.3967,-1.0200
split,35.4237,0.8010
split,35.4506,0.3286
split,35.4776,-0.9176
split,35.5046,-1.0340
split,35.5315,0.2935
split,35.5585,0.5224
split,35.5855,1.5058
split,35.6125,1.5912
split,35.6394,1.4579
split,35.6664,1.0935
split,35.6934,0.8260
split,35.7203,1.0424
split,35.7473,1.7556
split,35.7743,1.7905
split,35.8012,-0.4352
split,35.8282,-0.2242
split,35.8552,0.3897
split,35.8821,0.7920
split,35.9091,0.9862
split,35.9361,0.6050
split,35.9630,0.1707
split,35.9900,-0.3564
split,36.0170,-0.7157
split,36.0440,0.9996
split,36.0709,1.3514
split,36.0979,0.9909
split,36.1249,-1.0833
split,36.1518,-1.1437
split,36.1788,-1.4267
split,36.2058,-1.4409
split,36.2327,-1.1477
split,36.2597,-0.9093
split,36.2867,0.3955
split,36.3136,0.6803
split,36.3406,0.8207
split,36.3676,-0.4780
split,36.3946,-0.6243
split,36.4215,0.7459
split,36.4485,0.4115
split,36.4755,0.3756
split,36.5024,0.5377
split,36.5294,-0.4033
split,36.5564,-0.6536
split,36.5833,-0.5974
split,36.6103,0.8010
split,36.6373,0.6773
split,36.6642,-0.3283
split,36.6912,0.2717
split,36.7182,0.5029
split,36.7451,0.7734
split,36.7721,0.5357
split,36.7991,0.7948
split,36.8261,0.7146
split,36.8530,0.3453
split,36.8800,-0.3736
split,36.9070,0.6276
split,36.9339,0.5482
split,36.9609,-0.3854
split,36.9879,0.3680
split,37.0148,0.1145
split,37.0418,-0.5720
split,37.0688,-1.9308
split,37.0957,-3.0372
split,37.1227,-2.9113
split,37.1497,-3.2038
split,37.1766,-3.1272
split,37.2036,-3.4537
split,37.2306,-2.5964
split,37.2576,-1.9826
split,37.2845,-1.9351
split,37.3115,-1.3113
split,37.3385,-1.2991
split,37.3654,-0.5767
split,37.3924,0.5974
split,37.4194,-0.0573
split,37.4463,-0.0335
split,37.4733,-0.5926
split,37.5003,-0.5645
split,37.5272,-0.2765
split,37.5542,0.7641
split,37.5812,0.6374
split,37.6082,0.4222
split,37.6351,0.7689
split,37.6621,0.4247
split,37.6891,0.1548
split,37.7160,0.3171
split,37.7430,0.5884
split,37.7700,0.8611
split,37.7969,1.2813
split,37.8239,1.6986
split,37.8509,1.5804
split,37.8778,1.3853
split,37.9048,-0.4967
split,37.9318,-0.4827
split,37.9587,0.1691
split,37.9857,0.5719
split,38.0127,0.7623
split,38.0397,0.5734
split,38.0666,-1.0358
split,38.0936,-1.1097
split,38.1206,0.4558
split,38.1475,-0.4633
split,38.1745,0.7566
split,38.2015,0.7952
split,38.2284,0.4176
split,38.2554,-0.5443
split,38.2824,0.5131
split,38.3093,0.5857
split,38.3363,0.2648
split,38.3633,0.2885
split,38.3903,0.2233
split,38.4172,-0.9797
split,38.4442,-0.3739
split,38.4712,0.4959
split,38.4981,1.0496
split,38.5251,0.7376
split,38.5521,-0.3522
split,38.5790,0.5972
split,38.6060,0.5600
split,38.6330,0.9113
split,38.6599,0.2069
split,38.6869,0.6273
split,38.7139,0.4351
split,38.7408,0.5396
split,38.7678,0.6295
split,38.7948,0.3858
split,38.8218,-0.6327
split,38.8487,0.3427
split,38.8757,-0.4293
split,38.9027,-0.8139
split,38.9296,0.6826
split,38.9566,0.6548
split,38.9836,-0.2378
split,39.0105,0.4858
split,39.0375,0.4888
split,39.0645,-0.9061
split,39.0914,-0.2333
split,39.1184,-0.1130
split,39.1454,-0.5919
split,39.1723,-0.6370
split,39.1993,-0.5690
split,39.2263,-0.6659
split,39.2533,0.1264
split,39.2802,0.4003
split,39.3072,-0.7033
split,39.3342,0.4822
split,39.3611,0.6812
split,39.3881,-0.6107
split,39.4151,0.7772
split,39.4420,1.3520
split,39.4690,0.6612
split,39.4960,0.7921
split,39.5229,0.5753
split,39.5499,0.4196
split,39.5769,-0.3907
split,39.6039,1.1341
split,39.6308,2.3162
split,39.6578,1.3861
split,39.6848,1.0105
split,39.7117,1.2569
split,39.7387,-0.5516
split,39.7657,0.7821
split,39.7926,0.8278
split,39.8196,0.0288
split,39.8466,-0.9798
split,39.8735,-0.9162
split,39.9005,-1.0665
split,39.9275,-1.3591
split,39.9544,-1.2368
split,39.9814,-0.8194
split,40.0084,-0.2418
split,40.0354,-0.1834
split,40.0623,0.0888
split,40.0893,-0.0768
split,40.1163,-0.5671
split,40.1432,-0.6920
split,40.1702,-0.6581
split,40.1972,0.8547
split,40.2241,-0.5471
split,40.2511,-0.2073
split,40.2781,0.7199
split,40.3050,-0.4056
split,40.3320,0.6918
split,40.3590,1.4275
split,40.3860,0.9366
split,40.4129,0.4445
split,40.4399,-0.4317
split,40.4669,0.9853
split,40.4938,0.8849
split,40.5208,0.9662
split,40.5478,1.2552
split,40.5747,0.8351
split,40.6017,-0.7330
split,40.6287,-0.7196
split,40.6556,-0.4905
split,40.6826,-0.4070
split,40.7096,-0.6967
split,40.7365,-0.6978
split,40.7635,0.2176
split,40.7905,-0.8942
split,40.8175,-1.2758
split,40.8444,-0.5242
split,40.8714,0.5142
split,40.8984,-0.5869
split,40.9253,0.9169
split,40.9523,0.9304
split,40.9793,0.9390
split,41.0062,1.1559
split,41.0332,1.3139
split,41.0602,1.4678
split,41.0871,1.1247
split,41.1141,0.3471
split,41.1411,-0.7960
split,41.1680,-0.7892
split,41.1950,0.9836
split,41.2220,1.1506
split,41.2490,1.1748
split,41.2759,0.5284
split,41.3029,-0.7895
split,41.3299,-0.7209
split,41.3568,-0.6809
split,41.3838,-0.9980
split,41.4108,-1.0100
split,41.4377,0.6041
split,41.4647,0.8018
split,41.4917,0.9250
split,41.5186,1.0537
split,41.5456,-0.1056
split,41.5726,1.0504
split,41.5996,-2.0519
split,41.6265,-2.2612
split,41.6535,-0.8858
split,41.6805,-0.3589
split,41.7074,-0.1166
split,41.7344,0.7044
split,41.7614,0.9540
split,41.7883,0.9258
split,41.8153,-0.0223
split,41.8423,0.0000
split,41.8692,-0.3250
split,41.8962,-0.8319
split,41.9232,-0.2453
split,41.9501,0.3231
split,41.9771,-1.1109
split,42.0041,-0.0744
split,42.0311,0.0870
split,42.0580,-0.6204
split,42.0850,0.1923
split,42.1120,-0.7043
split,42.1389,-0.4000
split,42.1659,0.5170
split,42.1929,-0.3244
split,42.2198,0.0000
split,42.2468,0.0000
split,42.2738,0.0000
split,42.3007,0.0000
split,42.3277,0.0000
split,42.3547,0.0000
split,42.3816,0.0000
split,42.4086,0.0000
split,42.4356,0.0000
split,42.4626,0.0000
split,42.4895,0.0000
split,42.5165,0.0000
split,42.5435,0.0000
split,42.5704,0.0000
split,42.5974,0.0000
split,42.6244,0.0000
split,42.6513,0.0000
split,42.6783,0.0000
split,42.7053,0.0000
split,42.7322,0.0000
split,42.7592,0.0000
split,42.7862,0.0000
split,42.8132,0.0000
split,42.8401,0.0000
split,42.8671,0.0000
split,42.8941,0.0000
split,42.9210,-0.4141
split,42.9480,0.1451
split,42.9750,-0.6692
split,43.0019,0.3843
split,43.0289,0.7680
split,43.0559,0.6773
split,43.0828,-0.6224
split,43.1098,0.0000
split,43.1368,0.0167
split,43.1637,0.9656
split,43.1907,-0.5346
split,43.2177,-0.8121
split,43.2447,-0.4105
split,43.2716,0.0774
split,43.2986,-0.7728
split,43.3256,-0.9021
split,43.3525,0.2951
split,43.3795,0.0000
split,43.4065,0.0000
split,43.4334,0.0000
split,43.4604,-0.2905
split,43.4874,0.8539
split,43.5143,-0.7910
split,43.5413,-0.5038
split,43.5683,0.8257
split,43.5953,0.5292
split,43.6222,0.3740
split,43.6492,-0.4892
split,43.6762,-0.2832
split,43.7031,0.7368
split,43.7301,1.2584
split,43.7571,1.2401
split,43.7840,0.7775
split,43.8110,-0.5407
split,43.8380,-0.5639
split,43.8649,-0.5251
split,43.8919,-0.4483
split,43.9189,0.4683
split,43.9458,0.5014
split,43.9728,-0.5942
split,43.9998,-0.4778
split,44.0268,-0.5947
split,44.0537,0.2427
split,44.0807,0.5685
split,44.1077,-0.3339
split,44.1346,-0.0111
split,44.1616,-1.1105
split,44.1886,0.8443
split,44.2155,0.8635
split,44.2425,-0.5934
split,44.2695,0.1366
split,44.2964,-0.8668
split,44.3234,-0.4415
split,44.3504,0.0904
split,44.3773,-0.3183
split,44.4043,0.0000
split,44.4313,0.4106
split,44.4583,0.4674
split,44.4852,0.9406
split,44.5122,0.9747
split,44.5392,-0.5632
split,44.5661,0.2213
split,44.5931,0.0000
split,44.6201,-0.0020
split,44.6470,-0.7557
split,44.6740,0.2600
split,44.7010,0.0000
split,44.7279,-1.2066
split,44.7549,0.6675
split,44.7819,-0.2068
split,44.8089,0.1245
split,44.8358,0.4083
split,44.8628,0.4289
split,44.8898,0.3695
split,44.9167,0.3332
split,44.9437,0.5131
split,44.9707,1.0022
split,44.9976,0.9719
split,45.0246,0.9682
split,45.0516,0.8480
split,45.0785,0.9936
split,45.1055,-0.6496
split,45.1325,-0.1690
split,45.1594,0.9110
split,45.1864,0.3422
split,45.2134,-0.4315
split,45.2404,-0.4365
split,45.2673,0.2317
split,45.2943,0.1062
split,45.3213,-0.7640
split,45.3482,0.7875
split,45.3752,0.7436
split,45.4022,1.4192
split,45.4291,-0.4442
split,45.4561,0.4377
split,45.4831,1.0917
split,45.5100,1.5771
split,45.5370,2.4948
split,45.5640,3.2126
split,45.5910,4.1292
split,45.6179,2.6094
split,45.6449,1.5795
split,45.6719,1.3849
split,45.6988,1.0620
split,45.7258,-0.2979
split,45.7528,0.4314
split,45.7797,0.4380
split,45.8067,-0.6827
split,45.8337,-0.2542
split,45.8606,-0.3285
split,45.8876,0.2593
split,45.9146,1.0671
split,45.9415,1.2510
split,45.9685,1.8661
split,45.9955,1.8843
split,46.0225,1.9280
split,46.0494,2.0538
split,46.0764,1.2759
split,46.1034,-0.6057
split,46.1303,0.6268
split,46.1573,0.7721
split,46.1843,0.9217
split,46.2112,0.6218
split,46.2382,-0.4758
split,46.2652,-0.5260
split,46.2921,0.4151
split,46.3191,-1.2404
split,46.3461,1.0237
split,46.3730,1.2060
split,46.4000,-0.6174
split,46.4270,-0.7343
split,46.4540,-0.3780
split,46.4809,1.1793
split,46.5079,1.3672
split,46.5349,1.3381
split,46.5618,1.0552
split,46.5888,0.9406
split,46.6158,0.5551
split,46.6427,0.8704
split,46.6697,-1.2175
split,46.6967,-1.3175
split,46.7236,-0.5678
split,46.7506,0.0000
split,46.7776,-0.2014
split,46.8046,-1.1495
split,46.8315,-1.3906
split,46.8585,-1.0825
split,46.8855,0.4603
split,46.9124,-0.1938
split,46.9394,-0.7129
split,46.9664,-1.4476
split,46.9933,-0.3934
split,47.0203,0.6474
split,47.0473,0.9721
split,47.0742,-1.3879
split,47.1012,-1.0099
split,47.1282,0.5980
split,47.1551,-0.5176
split,47.1821,0.8722
split,47.2091,-0.1379
split,47.2361,-1.4588
split,47.2630,-0.9533
split,47.2900,-0.5614
split,47.3170,0.4780
split,47.3439,0.2376
split,47.3709,2.1807
split,47.3979,2.2558
split,47.4248,-0.8775
split,47.4518,-1.0985
split,47.4788,-1.3278
split,47.5057,-1.1040
split,47.5327,-0.3563
split,47.5597,0.5567
split,47.5867,0.2566
split,47.6136,-0.5807
split,47.6406,0.5221
split,47.6676,0.7413
split,47.6945,0.0000
split,47.7215,-1.2262
split,47.7485,-1.1486
split,47.7754,-0.8151
split,47.8024,-0.5690
split,47.8294,0.3016
split,47.8563,0.3428
split,47.8833,-0.8746
split,47.9103,-0.8439
split,47.9372,0.4596
split,47.9642,0.7134
split,47.9912,-0.5878
split,48.0182,-0.5409
split,48.0451,0.7572
split,48.0721,0.7398
split,48.0991,1.3622
split,48.1260,-0.6695
split,48.1530,0.6521
split,48.1800,-0.6826
split,48.2069,-0.4301
split,48.2339,0.7584
split,48.2609,1.0648
split,48.2878,0.7240
split,48.3148,-0.2363
split,48.3418,-1.6922
split,48.3687,-1.9253
split,48.3957,-1.3541
split,48.4227,-0.9363
split,48.4497,-0.5408
split,48.4766,0.2407
split,48.5036,0.5225
split,48.5306,0.5013
split,48.5575,-0.6953
split,48.5845,-1.1066
split,48.6115,-1.4989
split,48.6384,-1.9540
split,48.6654,-2.1132
split,48.6924,1.0044
split,48.7193,-0.4901
split,48.7463,0.5161
split,48.7733,-0.8697
split,48.8003,-0.3487
split,48.8272,0.6117
split,48.8542,-0.6444
split,48.8812,0.6126
split,48.9081,-0.6555
split,48.9351,-1.3263
split,48.9621,-0.8146
split,48.9890,-0.4546
split,49.0160,-0.1471
split,49.0430,0.6205
split,49.0699,0.6453
split,49.0969,1.4922
split,49.1239,0.9568
split,49.1508,0.0991
split,49.1778,-0.3598
split,49.2048,0.1860
split,49.2318,0.3857
split,49.2587,-0.4330
split,49.2857,0.8268
split,49.3127,0.7166
split,49.3396,-0.0146
split,49.3666,-0.4490
split,49.3936,0.0000
split,49.4205,-0.8818
split,49.4475,0.8410
split,49.4745,-0.5884
split,49.5014,0.5152
split,49.5284,0.3362
split,49.5554,-0.4863
split,49.5824,0.6190
split,49.6093,1.0861
split,49.6363,-0.2640
split,49.6633,0.5321
split,49.6902,-0.9814
split,49.7172,-0.5290
split,49.7442,1.4433
split,49.7711,1.1386
split,49.7981,0.9185
split,49.8251,0.9301
split,49.8520,0.8997
split,49.8790,0.5666
split,49.9060,-0.0451
split,49.9329,-0.5081
split,49.9599,-1.3961
split,49.9869,-1.1743
split,50.0139,0.5472
split,50.0408,-0.9110
split,50.0678,-0.9194
split,50.0948,-1.6501
split,50.1217,-1.3096
split,50.1487,-1.2370
split,50.1757,-0.9402
split,50.2026,-0.8815
split,50.2296,0.6355
split,50.2566,-1.3507
split,50.2835,-0.7172
split,50.3105,-0.6926
split,50.3375,-0.8552
split,50.3644,1.3663
split,50.3914,1.9247
split,50.4184,2.1702
split,50.4454,0.3084
split,50.4723,0.6981
split,50.4993,1.3415
split,50.5263,1.5569
split,50.5532,-0.9404
split,50.5802,1.1444
split,50.6072,0.6830
split,50.6341,0.7758
split,50.6611,-1.1442
split,50.6881,-0.2883
split,50.7150,0.3959
split,50.7420,1.2778
split,50.7690,1.4396
split,50.7960,0.4846
split,50.8229,-0.9444
split,50.8499,-0.9459
split,50.8769,0.3430
split,50.9038,0.6976
split,50.9308,0.8925
split,50.9578,1.0403
split,50.9847,0.2044
split,51.0117,0.4646
split,51.0387,1.4664
split,51.0656,0.2613
split,51.0926,-0.0677
split,51.1196,-0.1364
split,51.1465,-0.0286
split,51.1735,-0.7343
split,51.2005,0.7236
split,51.2275,0.6108
split,51.2544,0.1504
split,51.2814,-0.5603
split,51.3084,1.1583
split,51.3353,1.1527
split,51.3623,0.6482
split,51.3893,-1.6384
split,51.4162,-0.5455
split,51.4432,-0.2448
split,51.4702,-0.7964
split,51.4971,0.2558
split,51.5241,-0.7356
split,51.5511,-0.3850
split,51.5780,-0.2874
split,51.6050,0.4223
split,51.6320,-0.6717
split,51.6590,-0.3433
split,51.6859,0.8737
split,51.7129,0.1491
split,51.7399,1.0118
split,51.7668,1.2344
split,51.7938,1.0997
split,51.8208,0.5964
split,51.8477,0.6102
split,51.8747,0.5198
split,51.9017,0.5203
split,51.9286,0.4758
split,51.9556,-0.5851
split,51.9826,-0.2487
split,52.0096,-0.5967
split,52.0365,-0.4694
split,52.0635,1.1706
split,52.0905,-0.6040
split,52.1174,-0.5147
split,52.1444,-0.7281
split,52.1714,0.6847
split,52.1983,0.5199
split,52.2253,0.2624
split,52.2523,1.0392
split,52.2792,0.2521
split,52.3062,-0.3976
split,52.3332,0.3187
split,52.3601,-0.7162
split,52.3871,1.4162
split,52.4141,1.2931
split,52.4411,1.0008
split,52.4680,0.5790
split,52.4950,1.3758
split,52.5220,1.3111
split,52.5489,1.3978
split,52.5759,1.7177
split,52.6029,-0.6470
split,52.6298,0.5501
split,52.6568,0.4340
split,52.6838,-0.5126
split,52.7107,-0.2970
split,52.7377,0.3416
split,52.7647,-0.6751
split,52.7917,-0.6304
split,52.8186,-0.5512
split,52.8456,0.4440
split,52.8726,-0.8977
split,52.8995,-1.6530
split,52.9265,-1.4667
split,52.9535,-1.1427
split,52.9804,-1.7342
split,53.0074,-1.5101
split,53.0344,-0.5549
split,53.0613,0.5069
split,53.0883,0.8031
split,53.1153,-1.4610
split,53.1422,-0.8022
split,53.1692,0.2283
split,53.1962,0.6259
split,53.2232,0.5434
split,53.2501,1.2527
split,53.2771,-0.9978
split,53.3041,-1.1740
split,53.3310,-0.7623
split,53.3580,-0.8343
split,53.3850,0.3819
split,53.4119,0.4836
split,53.4389,0.5311
split,53.4659,0.7116
split,53.4928,0.4537
split,53.5198,-0.7531
split,53.5468,-0.6493
split,53.5737,0.8307
split,53.6007,0.8468
split,53.6277,1.0061
split,53.6547,0.4755
split,53.6816,-0.3315
split,53.7086,0.8139
split,53.7356,0.5042
split,53.7625,0.7367
split,53.7895,0.2586
split,53.8165,1.7194
split,53.8434,1.8070
split,53.8704,2.3504
split,53.8974,2.4941
split,53.9243,0.9810
